,"Полож.пед.акселер.,%","Давл.масла двиг.,кПа","Темп.масла двиг.,°С","Обор.двиг.,об/мин",КПП. Температура масла,КПП. Давление масла в системе смазки,Скорость,ДВС. Давление смазки,ДВС. Температура охлаждающей жидкости,"Давление в пневмостистеме (spn46), кПа",Электросистема. Напряжение,ДВС. Частота вращения коленчатого вала,Нейтраль КПП (spn3843),Стояночный тормоз (spn3842),Аварийная температура охлаждающей жидкости (spn3841),Засоренность воздушного фильтра (spn3840),Засоренность фильтра КПП (spn3847),Аварийное давление масла ДВС (spn3846),Засоренность фильтра ДВС (spn3845),Засоренность фильтра рулевого управления (spn3844),Засоренность фильтра навесного оборудования (spn3851),Недопустимый уровень масла в гидробаке (spn3850),Аварийная температура масла в гидросистеме (spn3849),Аварийное давление в I контуре тормозной системы (spn3848),Аварийное давление в II контуре тормозной системы (spn3855),Зарядка АКБ (spn3854),Отопитель (spn3853),Выход блока управления двигателем (spn3852),Включение тормозков (spn3859),Засоренность фильтра слива (spn3858),Аварийная температура масла ДВС(spn3856),Низкий уровень ОЖ (spn3860),Аварийная температура масла ГТР (spn3867),Подогрев топливного фильтра (spn3865)
6587,75.2,400,-273.0,1627.5,-273,1200,10.5,400,82,784,27.85,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,74.4,408,-273.0,1616.25,-273,1200,10.6,408,81,784,27.9,1616.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6600,75.2,400,-273.0,1631.0,-273,1200,10.5,400,81,784,27.85,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6601,73.6,400,-273.0,1613.0,-273,1184,10.4,400,82,784,27.9,1613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6603,73.6,388,-273.0,1598.625,-273,1184,10.2,388,81,784,27.9,1598.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6606,75.6,408,-273.0,1637.75,-273,1184,10.6,408,81,784,27.9,1637.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6607,76.0,400,-273.0,1665.625,-273,1184,10.6,400,82,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6608,76.0,400,-273.0,1618.5,-273,1200,10.6,400,82,784,27.9,1618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6609,74.4,408,-273.0,1616.25,-273,1184,10.6,408,82,784,27.9,1616.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6611,72.8,388,-273.0,1607.5,-273,1184,10.4,388,82,784,27.9,1607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6616,72.4,388,-273.0,1577.0,-273,1184,10.3,388,82,784,27.9,1577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6628,72.0,388,-273.0,1604.125,-273,1168,10.5,388,82,784,27.9,1604.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6657,71.6,400,-273.0,1577.125,-273,1200,10.4,400,82,768,27.9,1577.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6671,74.0,400,-273.0,1599.75,-273,1184,10.5,400,82,768,27.9,1599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,76.4,408,-273.0,1647.0,-273,1184,10.7,408,82,768,27.9,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6678,77.2,408,-273.0,1655.0,-273,1184,10.8,408,82,768,27.85,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6687,74.8,400,-273.0,1648.125,-273,1200,10.5,400,82,768,27.9,1648.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6688,74.8,400,-273.0,1625.25,-273,1200,10.7,400,82,768,27.85,1625.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6689,76.0,408,-273.0,1666.875,-273,1200,10.7,408,82,768,27.9,1666.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6691,77.6,408,-273.0,1643.5,-273,1200,10.9,408,82,768,27.9,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,71.2,388,-273.0,1580.375,-273,1184,10.3,388,82,768,27.9,1580.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6699,74.8,388,-273.0,1616.25,-273,1184,10.5,388,82,768,27.9,1616.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6702,76.8,408,-273.0,1642.375,-273,1184,10.7,408,82,768,27.9,1642.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6704,74.8,400,-273.0,1611.875,-273,1184,10.5,400,82,768,27.9,1611.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,76.8,400,-273.0,1627.5,-273,1184,10.6,400,82,768,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6706,76.8,408,-273.0,1637.75,-273,1168,10.7,408,82,768,27.9,1637.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,74.4,400,-273.0,1609.625,-273,1184,10.4,400,82,768,27.9,1609.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6867,74.0,408,-273.0,1610.75,-273,1184,10.4,408,82,768,27.9,1610.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6870,78.4,420,-273.0,1668.0,-273,1184,10.7,420,83,768,27.9,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6872,78.0,420,-273.0,1661.0,-273,1184,10.7,420,83,768,27.9,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,77.6,420,-273.0,1677.625,-273,1184,10.7,420,82,768,27.9,1677.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6875,75.2,408,-273.0,1625.0,-273,1184,10.4,408,82,768,27.9,1625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6878,79.2,420,-273.0,1628.0,-273,1184,10.9,420,82,768,27.9,1628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6882,76.0,408,-273.0,1641.125,-273,1184,10.6,408,83,768,27.9,1641.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6883,74.0,400,-273.0,1588.875,-273,1184,10.3,400,83,768,27.9,1588.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6884,74.0,400,-273.0,1608.5,-273,1184,10.5,400,83,768,27.9,1608.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6885,73.2,388,-273.0,1585.625,-273,1184,10.0,388,82,768,27.9,1585.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6887,78.0,420,-273.0,1681.25,-273,1184,10.9,420,83,768,27.9,1681.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6888,76.0,400,-273.0,1672.875,-273,1184,0.0,400,83,768,27.9,1672.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6893,78.0,420,-273.0,1680.0,-273,1184,10.8,420,83,768,27.9,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6898,77.2,408,-273.0,1669.25,-273,1184,10.7,408,82,768,27.9,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6899,74.0,400,-273.0,1618.5,-273,1184,10.5,400,83,768,27.9,1618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,76.4,408,-273.0,1671.625,-273,1184,10.6,408,83,768,27.9,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,77.6,420,-273.0,1674.0,-273,1200,10.8,420,83,768,27.9,1674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6905,73.6,388,-273.0,1640.0,-273,1184,10.3,388,83,760,27.9,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6906,73.2,400,-273.0,1614.0,-273,1184,10.4,400,83,768,27.9,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,79.6,400,-273.0,1665.625,-273,1168,10.5,400,83,768,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915,75.6,408,-273.0,1604.125,-273,1168,10.5,408,82,768,27.9,1604.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6933,72.8,400,-273.0,1593.25,-273,1184,10.4,400,83,768,27.9,1593.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,77.2,420,-273.0,1655.0,-273,1200,10.7,420,82,768,27.9,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,75.2,408,-273.0,1628.625,-273,1200,10.7,408,83,768,27.9,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,72.4,400,-273.0,1614.0,-273,1184,10.2,400,83,768,27.9,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,77.2,408,-273.0,1657.5,-273,1184,10.6,408,82,768,27.9,1657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,76.0,420,-273.0,1652.75,-273,1184,10.6,420,83,768,27.9,1652.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,77.6,420,-273.0,1635.0,-273,1168,10.9,420,83,768,27.9,1635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6968,78.4,420,-273.0,1665.625,-273,1184,11.0,420,83,768,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6969,76.4,408,-273.0,1577.125,-273,1184,10.7,408,83,768,27.9,1577.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970,76.8,408,-273.0,1623.0,-273,1184,10.6,408,83,768,27.85,1623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6971,76.4,412,-273.0,1629.75,-273,1184,10.7,412,82,776,27.9,1629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,74.8,400,-273.0,1635.5,-273,1184,10.5,400,83,784,27.9,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7030,72.4,388,-273.0,1575.0,-273,1184,10.3,388,83,784,27.9,1575.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7053,77.2,408,-273.0,1677.0,-273,1200,10.7,408,83,784,27.9,1677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7054,76.4,408,-273.0,1610.75,-273,1200,10.6,408,83,784,27.9,1610.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7055,76.8,420,-273.0,1671.625,-273,1200,10.8,420,83,784,27.9,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7057,76.0,408,-273.0,1614.0,-273,1200,10.7,408,83,784,27.9,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7058,76.4,400,-273.0,1658.625,-273,1200,0.0,400,83,784,27.85,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,77.6,408,-273.0,1615.125,-273,1200,10.7,408,83,784,27.95,1615.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7083,76.8,400,-273.0,1664.5,-273,1200,10.5,400,83,784,27.9,1664.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7084,76.8,408,-273.0,1662.125,-273,1200,0.0,408,82,784,27.85,1662.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,74.8,388,-273.0,1599.75,-273,1200,10.3,388,83,784,27.9,1599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7086,73.6,400,-273.0,1610.75,-273,1200,10.6,400,83,784,27.9,1610.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7087,77.6,408,-273.0,1625.25,-273,1184,10.5,408,83,784,27.9,1625.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7089,74.8,400,-273.0,1579.0,-273,1184,10.5,400,83,784,27.9,1579.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,76.8,400,-273.0,1619.0,-273,1200,0.0,400,83,784,27.9,1619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,76.0,388,-273.0,1629.75,-273,1184,10.5,388,83,784,27.85,1629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7092,76.4,400,-273.0,1640.0,-273,1200,10.5,400,83,784,27.9,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7094,74.8,400,-273.0,1641.125,-273,1200,0.0,400,83,784,27.85,1641.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7097,74.8,400,-273.0,1609.625,-273,1184,10.5,400,82,784,27.9,1609.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7098,75.2,400,-273.0,1610.75,-273,1184,0.0,400,83,784,27.9,1610.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7100,74.4,400,-273.0,1632.0,-273,1184,0.0,400,83,784,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7102,77.2,408,-273.0,1638.0,-273,1184,10.8,408,83,784,27.9,1638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7103,78.8,420,-273.0,1658.625,-273,1200,11.0,420,83,784,27.9,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7104,75.6,408,-273.0,1642.375,-273,1184,10.6,408,83,784,27.8,1642.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7105,76.4,388,-273.0,1621.875,-273,1168,0.0,388,83,784,27.9,1621.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7106,76.0,400,-273.0,1605.25,-273,1184,10.7,400,83,784,27.85,1605.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7107,76.8,400,-273.0,1631.0,-273,1184,0.0,400,83,784,27.9,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7108,76.4,408,-273.0,1640.0,-273,1184,10.8,408,83,784,27.9,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7109,76.4,388,-273.0,1635.5,-273,1184,10.6,388,83,784,27.85,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,74.8,400,-273.0,1654.0,-273,1184,0.0,400,83,784,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7120,76.4,400,-273.0,1672.875,-273,1184,10.7,400,84,784,27.85,1672.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7121,75.6,380,-273.0,1638.875,-273,1184,0.0,380,83,784,27.9,1638.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,75.6,400,-273.0,1635.5,-273,1200,10.6,400,83,784,27.9,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126,74.4,400,-273.0,1618.5,-273,1200,10.3,400,83,784,27.9,1618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7129,74.8,400,-273.0,1615.125,-273,1200,10.6,400,83,784,27.85,1615.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7132,76.0,400,-273.0,1632.0,-273,1200,10.8,400,83,784,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7134,74.8,400,-273.0,1669.0,-273,1200,10.9,400,83,784,27.9,1669.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,72.4,388,-273.0,1599.75,-273,1184,10.4,388,84,784,27.9,1599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7142,77.6,408,-273.0,1647.0,-273,1200,10.7,408,83,784,27.9,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,75.2,388,-273.0,1650.0,-273,1184,10.7,388,83,784,27.9,1650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,73.6,380,-273.0,1617.375,-273,1200,10.4,380,83,784,27.9,1617.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7157,75.6,400,-273.0,1642.375,-273,1200,10.5,400,82,768,27.85,1642.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7160,76.0,408,-273.0,1614.0,-273,1184,10.7,408,83,768,27.9,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7182,77.6,420,-273.0,1676.5,-273,1184,10.8,420,82,768,27.9,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7187,76.0,400,-273.0,1635.5,-273,1184,0.0,400,82,784,27.9,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7188,74.4,400,-273.0,1627.5,-273,1184,10.7,400,83,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,77.2,400,-273.0,1629.75,-273,1184,10.6,400,83,784,27.9,1629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7195,74.8,400,-273.0,1629.75,-273,1184,10.7,400,83,784,27.9,1629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7196,76.0,388,-273.0,1628.625,-273,1168,0.0,388,83,784,27.85,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,74.8,388,-273.0,1643.5,-273,1168,0.0,388,83,784,27.9,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,77.2,400,-273.0,1661.0,-273,1152,10.6,400,83,784,27.9,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7224,77.6,420,-273.0,1647.0,-273,1184,10.8,420,83,784,27.9,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7231,78.0,400,-273.0,1670.5,-273,1168,10.8,400,83,784,27.85,1670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7238,77.6,396,-273.0,1657.5,-273,1168,10.7,396,83,784,27.9,1657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7240,76.8,400,-273.0,1675.25,-273,1152,11.1,400,84,784,27.85,1675.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7245,76.8,404,-273.0,1637.75,-273,1168,10.7,404,83,784,27.8,1637.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246,73.6,400,-273.0,1662.125,-273,1168,10.8,400,84,784,27.9,1662.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7247,76.4,388,-273.0,1661.0,-273,1168,10.7,388,84,784,27.9,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248,76.4,396,-273.0,1647.0,-273,1168,0.0,396,83,784,27.85,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7249,78.0,400,-273.0,1671.625,-273,1184,10.8,400,83,768,27.9,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7255,74.8,388,-273.0,1628.625,-273,1184,10.6,388,83,768,27.85,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,76.0,396,-273.0,1632.0,-273,1168,10.5,396,83,768,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7262,76.0,388,-273.0,1617.375,-273,1184,10.6,388,83,768,27.9,1617.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,76.4,396,-273.0,1675.25,-273,1184,10.7,396,84,768,27.9,1675.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7269,75.6,400,-273.0,1619.625,-273,1200,10.7,400,82,768,27.9,1619.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7270,74.4,400,-273.0,1676.5,-273,1184,10.7,400,83,768,27.9,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7301,76.0,400,-273.0,1654.0,-273,1168,10.7,400,83,768,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7302,77.6,408,-273.0,1627.5,-273,1168,10.8,408,83,768,27.85,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7320,79.6,400,-273.0,1666.875,-273,1168,11.0,400,84,768,27.9,1666.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7325,77.6,400,-273.0,1668.0,-273,1168,10.9,400,84,768,27.85,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7751,80.0,420,-273.0,1691.0,-273,1184,10.9,420,83,784,27.85,1691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7752,80.0,420,-273.0,1675.25,-273,1184,11.0,420,83,784,27.9,1675.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7754,76.0,400,-273.0,1596.5,-273,1168,10.6,400,83,784,27.9,1596.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7757,78.0,408,-273.0,1658.0,-273,1168,10.8,408,82,784,27.85,1658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7758,76.8,408,-273.0,1655.0,-273,1168,0.0,408,83,784,27.9,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7762,79.2,420,-273.0,1641.125,-273,1168,11.0,420,83,784,27.9,1641.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7763,77.2,420,-273.0,1659.75,-273,1168,10.8,420,83,784,27.85,1659.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7764,78.8,420,-273.0,1676.5,-273,1184,11.0,420,83,784,27.9,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7766,78.4,420,-273.0,1676.5,-273,1184,10.9,420,83,784,27.9,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7769,76.0,400,-273.0,1658.625,-273,1184,10.5,400,83,784,27.8,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,76.0,400,-273.0,1633.125,-273,1184,0.0,400,84,784,27.85,1633.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7773,74.4,400,-273.0,1628.625,-273,1184,10.6,400,83,784,27.9,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7774,79.2,420,-273.0,1676.5,-273,1184,11.1,420,83,784,27.9,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,77.6,400,-273.0,1643.5,-273,1168,10.7,400,83,784,27.85,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7779,78.8,420,-273.0,1670.5,-273,1184,10.9,420,83,784,27.85,1670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7783,77.6,400,-273.0,1658.625,-273,1168,10.7,400,83,784,27.9,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7784,77.2,400,-273.0,1635.0,-273,1168,0.0,400,83,784,27.9,1635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7785,78.0,400,-273.0,1663.0,-273,1152,10.8,400,83,784,27.9,1663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7786,75.2,400,-273.0,1629.75,-273,1168,0.0,400,83,784,27.9,1629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7787,76.8,400,-273.0,1643.5,-273,1168,0.0,400,83,784,27.85,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7791,76.4,420,-273.0,1680.0,-273,1168,10.7,420,83,784,27.85,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7792,76.0,400,-273.0,1592.0,-273,1168,10.6,400,83,784,27.9,1592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7795,78.0,408,-273.0,1658.625,-273,1168,10.8,408,84,784,27.8,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
